1619	Eroglu C	2013	PROD OPER MANAG	22	915		Journal	Article	0	The Backroom Effect in Retail Operations	WOS:000322019400012	backroom effect; case pack quantity; reorder point; inventory management; retail operations	INVENTORY MODELS; OPTIMAL POLICIES; MARKET SHARE; PERISHABLES; LOGISTICS; SALES	4	Traditional inventory models fail to take into account the dynamics between the retail sales floor and the backroom, commonly used by retailers for extra storage. When a replenishment order for a given item arrives at a retail store, it may not fit on the allocated shelf space, making backroom storage necessary. In this article, we introduce the backroom effect (BRE) as a consequence of misalignment of case pack size, shelf space, and reorder point. This misalignment results from the fragmented nature of inventory policy decision making in the retail industry and affects basic trade-offs in inventory models. We specify conditions under which the BRE exists, quantify the expected amount of backroom inventory, derive an optimal short-term inventory policy, and assess the impact of the BRE on the optimal inventory policy and total costs. Our results indicate that ignoring the BRE leads to artificially high reorder points and higher total costs. The paper concludes with a discussion of theoretical and managerial implications.
1620	Reiner G	2013	PROD OPER MANAG	22	924		Journal	Article	0	Analyzing the Efficient Execution of In-Store Logistics Processes in Grocery Retailing-The Case of Dairy Products	WOS:000322019400013	in-store logistics; data envelopment analysis; process simulation; grocery retailing	DATA ENVELOPMENT ANALYSIS; MANAGEMENT; PERISHABLES; OPERATIONS; OUTPUTS; DESIGN	4	In this article, we examine in-store logistics processes for handling dairy products, from the incoming dock to the shelves of supermarkets and hypermarkets. The efficient execution of the in-store logistics related to such fast-moving, sensitive, and essential items is challenging and crucial for grocery retailers' sales, profits, and image. In our empirical study, we survey in-store logistics processes in 202 grocery supermarkets and hypermarkets belonging to a major retail chain in central Europe. Using a data envelopment analysis (DEA) and simulation, we facilitate process benchmarking. In particular, we identify ways of improving in-store logistics processes by showing the performance impacts of different managerial strategies and tactics. The DEA results indicate different efficiency levels for different store formats; the hybrid store format of the small hypermarket exhibits a comparatively worse performance in the analyzed execution of in-store logistics processes. The process simulation analysis reveals that the strategic and tactical design of in-store logistics processes (such as store locations/layouts, capacity management, reorder time, order period, and safety stock factors) lead to substantial service performance improvements (such as higher on-shelf availability combined with reduced inventory obsolescence costs). The results also show marginal improvements in the performance figures when delivery delays and damage to products are reduced.
1621	Raz G	2013	PROD OPER MANAG	22	940		Journal	Article	1	Design for the Environment: Life-Cycle Approach Using a Newsvendor Model	WOS:000322019400014	newsvendor; life-cycle assessment; design for the environment; functional and innovative products; decoupling	SUPPLY-CHAIN; PRODUCT DESIGN; EFFICIENCY; IMPACT	4	Introducing environmental innovations in product and process design can affect the product's cost and demand, as well as the environmental impact in different stages of its life cycle (such as manufacturing and use stages). In this article, we advance understanding on where such design changes can be most effective economically to the firm and examine their corresponding environmental consequences. We consider a profit maximizing firm (newsvendor) deciding on the production quantity as well as its environmentally focused design efforts. We focus our results along the two dimensions of demand characteristics and life-cycle environmental impact levels, specifically functional vs. innovative products, and higher manufacturing stage environmental impact vs. higher use stage environmental impact. We also discuss the environmental impact of overproduction and how it relates to the different types of products and their salvage options. We find that although the environmental impact per unit always improves when firms use eco-efficient or demand-enhancing innovations, the total environmental impact can either increase or decrease due to increased production quantities. We identify the conditions for such cases by looking at the environmentally focused design efforts needed to compensate for the increase in production. We also show that the environmental impact of overproduction plays an important role in the overall environmental impact of the firm. We conclude by applying our model to different product categories.
1622	Kraft T	2013	PROD OPER MANAG	22	958		Journal	Article	1	Replacement Decisions for Potentially Hazardous Substances	WOS:000322019400015	environmental investments and regulation; hazardous substance uncertainty; product strategy; two-stage dynamic programming	RESEARCH-AND-DEVELOPMENT; REAL OPTIONS APPROACH; ENVIRONMENTAL INVESTMENTS; INFORMATION ACQUISITION; DEVELOPMENT COMPETITION; PRODUCT DEVELOPMENT; TECHNOLOGY; INNOVATION; ADOPTION; GREEN	4	As public awareness of environmental hazards increases, a growing concern for corporations is the potential negative environmental impact of their products and the chemicals these products contain. In this study, we analyze the optimal decisions of a firm when a substance within its product is identified as potentially hazardous. Although the substance is not currently regulated, regulation may occur in the future. Therefore, the firm must devise a strategy for the development and implementation of a replacement substance. In an environment where replacement costs can be millions of dollars, regulation is uncertain, and both consumer and non-governmental organization pressures exist, a carefully developed plan that balances costs and risks is critical for a firm. Our results demonstrate that as long as a threat of regulation exists, a firm should always dedicate resources toward developing a replacement substance. However, it is not always optimal for a firm to implement a developed replacement. Regarding competitive dynamics, we find that competition between firms can offset a low chance of a shift in consumer perception about a substance and compel firms to replace; however, competition can lead to inefficient outcomes in which firms incur avoidable costs to implement ahead of potential regulation.
1623	Ba SL	2013	PROD OPER MANAG	22	976		Journal	Article	2	Stock Market Reaction to Green Vehicle Innovation	WOS:000322019400016	automobile industry; corporate sustainability; event study; green innovation; new product development	SUPPLY CHAIN GLITCHES; WILLINGNESS-TO-PAY; ENVIRONMENTAL PERFORMANCE; PRODUCT INTRODUCTIONS; FIRM PERFORMANCE; DEVELOPMENT EXPENDITURES; DEVELOPMENT INTENSITY; INDUSTRY; QUALITY; PROFITABILITY	4	We study the stock market reaction to announcements of global green vehicle innovation over a 14-year time span (1996-2009) using the event study methodology. We document that the stock market generally reacts positively to automakers' announcements of environmental innovations, consistent with prior research on the wealth effects of innovation announcements. Our results indicate that crucial green product development decisions such as innovation type and market segment choices exert direct influence on a firm's market value. These results hold after controlling for firm size, leverage, profitability, R&D intensity, and oil price changes.
1624	Atasu A	2013	PROD OPER MANAG	22	991		Journal	Article	1	How Does Product Recovery Affect Quality Choice?	WOS:000322019400017	quality choice; remanufacturing; recycling; take-back legislation	REMANUFACTURED PRODUCTS; PRICE-COMPETITION; TAKE-BACK; CANNIBALIZATION; SEGMENTATION; LEGISLATION; ECONOMICS	4	We study the impact of product recovery on a firm's product quality choice, where quality is defined as an observable performance measure that increases a consumer's valuation for the product. We consider three general forms of product recovery: (i) when product recovery reuses (after reprocessing) quality inducing components or material (e.g., remanufacturing), (ii) when product recovery does not reuse quality inducing components or material but it is overall profitable (e.g., cell phone recycling), and (iii) when product recovery is costly (but mandated by legislation, e.g., recycling of small appliances in the European Union). Using a stylized economic model, we show that the form of product recovery, recovery cost structure, and the presence of product take-back legislation play an important role in quality choice. Generally speaking, product recovery increases the firm's quality choice, except for some instances of recovery form (ii). In addition, we find that product take-back legislation can lead to higher quality choice as opposed to voluntary take-back. We further demonstrate that both the firm and the consumers benefit from recovery form (ii), while both are worse off with recovery form (iii). However, environmental implications of the three recovery modes differ from their impact on consumer surplus and firm profit. While recovery forms (i) and (iii) reduce consumption and increase environmental benefits, the same is not true with recovery form (ii), which can increase consumption, potentially resulting in higher environmental impact.
1625	Galbreth MR	2013	PROD OPER MANAG	22	1011		Journal	Article	0	Product Reuse in Innovative Industries	WOS:000322019400018	innovation; reusability; product design; remanufacturing; upgrading	OPTIMAL ACQUISITION; COMPETITION; STRATEGIES; QUANTITIES; POLICIES	4	Most models of product reuse do not consider the fact that firms might be required to innovate their products over time in order to continue to appeal to the tastes of customers. We consider how the rate of this required innovation, which might be fast or slow depending on the product, affects reuse decisions. We consider two types of reuseremanufacturing to original specifications, and upgrading used items by replacing components that have experienced innovation since the item was originally produced. We find that optimal reuse decreases with the rate of innovation, implying that models that ignore innovation overestimate the optimal amount of reuse that a company should pursue. Furthermore, we show that reuse can be encouraged in two waysthe intuitive approach of increasing end-of-life costs, and the less intuitive approach of raising the cost to make items reusable. We also examine the environmental impact of reuse, measured in terms of virgin material usage, finding that reuse can actually increase total virgin material usage in some cases. In an extension, we show how the results and insights change when the rate of innovation is uncertain.
1626	Ozer O	2013	PROD OPER MANAG	22	473		Journal	Article	0	Competing on Time: An Integrated Framework to Optimize Dynamic Time-to-Market and Production Decisions	WOS:000318947800003	new product introduction; time-to-Market; learning; stochastic production systems; optimal stopping	LEARNING-CURVE; INVENTORY CONTROL; QUALIFICATION; UNCERTAINTY; DESIGN; MODELS; POLICY	3	This study develops a comprehensive framework to optimize new product introduction timing and subsequent production decisions faced by a component supplier. Prior to market entry, the supplier performs process design activities, which improve manufacturing yield and the chances of getting qualified for the customer's product. However, a long delay in market entry allows competitors to enter the market and pass the customer's qualification process before the supplier, reducing the supplier's share of the customer's business. After entering the market and if qualified, the supplier also needs to decide how much to produce for a finite planning horizon by considering several factors such as manufacturing yield and stochastic demand, both of which depend on the earlier time-to-market decision. To capture this dependency, we develop a sequential, nested, two-stage decision framework to optimize the time-to-market and production decisions in relation to each other. We show that the supplier's optimal market entry and qualification timing decision need to be revised in real time based on the number of qualified competitors at the time of market-entry decision. We establish the optimality of a threshold policy. Following this policy, at the beginning of each decision epoch, the supplier should optimally stop preparing for qualification and decide whether to enter the market if her order among qualified competitors exceeds a predetermined threshold. We also prove that the supplier's optimal production policy is a state-dependent, base-stock policy, which depends on the time-to-market and qualification decisions. The proposed framework also enables a firm to quantify how market conditions (such as price and competitor entry behavior) and operating conditions (such as the rate of learning and inventory/production-related costs) affect time-to-market strategy and post-entry production decisions.
1627	Huang TL	2013	PROD OPER MANAG	22	489		Journal	Article	0	The Promise of Strategic Customer Behavior: On the Value of Click Tracking	WOS:000318947800004	click tracking; customer behavior; advance demand information; game theory	ADVANCE DEMAND INFORMATION; QUICK RESPONSE; E-COMMERCE; PRICE; UNCERTAINTY; COMPETITION; MANAGEMENT; CONSUMERS; AVAILABILITY; CAPACITY	3	Click tracking is gaining in popularity, and the practice of web analytics is growing fast. Whether strategic customers are willing to visit a website when they know their clicks may be tracked is an important yet complex problem, which depends on various factors. Using a newsvendor framework, we examine this problem by focusing on the operational factor: how product availability induces strategic customers to voluntarily provide advance demand information. We find that a strong Nash equilibrium exists where every customer is willing to click, and customer incentives to click are robust to noise. Hence, we demonstrate the promise of strategic customer behavior in the context of click tracking, contrary to the conventional wisdom that it is typically a peril for the firm. Notably, click tracking is typically advantageous to both the firm and its customers, compared with other strategies such as advance selling, quantity commitment, availability guarantees, and quick response. Lastly, we extend to two settings by including marketing decisions, price-sensitive demand and markdown pricing, and discuss how operations and marketing decisions interact in influencing the value of click tracking.
1628	Aflaki S	2013	PROD OPER MANAG	22	503		Journal	Article	1	Finding and Implementing Energy Efficiency Projects in Industrial Facilities	WOS:000318947800005	sustainable operations; energy efficiency; Kaizen; carbon footprinting	MANAGEMENT; OPERATIONS; FRAMEWORK	3	This study addresses the challenges of finding and implementing profitable energy efficiency (EE) projects, a critical foundation for sustainable operations. We focus on manufacturing enterprises, but many of our findings apply also to the back office of service operations. Our starting point is that, in nearly every industrial enterprise, there are many profitable EE projects that could be implemented but are not. An oft-cited hindrance to implementation is the lack of an internal management framework in which to find, value, and execute these projects. Using a conceptual approach, we rely on proven sustainable operations tools to develop such a framework. We identify three major value drivers of EE projects: savings intensity, green image, and project complexity. We then describe a framework for understanding the context of EE projects in industry, with an underlying analytic foundation in optimal portfolio analysis. A case study of a large manufacturing site is used to illustrate emerging best practicesbased on Kaizen management principlesfor integrating EE project management with operations, engineering, and strategy.
1629	Victorino L	2013	PROD OPER MANAG	22	518		Journal	Article	0	Script Usage in Standardized and Customized Service Encounters: Implications for Perceived Service Quality	WOS:000318947800006	service script; service design; service quality; service encounter; video experiment	EMOTIONAL LABOR; OPERATIONS MANAGEMENT; DESIGN; WORK; PERCEPTIONS; PERSPECTIVE; STRATEGIES; EMPLOYEES; EXTENSION; ROUTINES	3	This study examines the effect that verbal scripts have on customer perceived service quality for two distinct service process types. We designed a video experiment that varied the level of verbal scripting for standardized and customized service encounters. We found that in standardized service encounters, an increase in the level of verbal scripting had no effect on perceived service quality. However, for customized encounters, perceived service quality was impacted. More specifically, a predominantly scripted encounter for customized service processes, on average, resulted in the lowest perception of service quality by respondents. Since verbal scripting was shown to impact customer perceptions of service quality, we suggest that a service provider's decision regarding the degree of verbal scripting is an important service design consideration.
1630	Kouvelis P	2013	PROD OPER MANAG	22	535		Journal	Article	0	Robust Structural Equations for Designing and Monitoring Strategic International Facility Networks	WOS:000318947800007	global network design; plant location; structural equations modeling; supply chain management	MANUFACTURING NETWORKS; LOCATION MODELS; UNCERTAINTY	3	Using predictive global sensitivity analysis, we develop a structural equations model to abstract from the details of a large-scale mixed integer program (MIP) to capture essential design trade-offs of global manufacturing and distribution networks. We provide a conceptual framework that describes a firm's network structure along three dimensions: market focus, plant focus, and network dispersion. Normalized dependent variables are specified that act as proxies for a company's placement into our conceptual network classification via the calculation of just a few key independent variables. We provide robust equation sets for eight cost structure clusters. Many different product types could be classified into one of these groups, which would allow managers to use the equations directly without needing to run the MIP for themselves. Our numerical tests suggest that the formulas representing the network structure driverseconomies of scale, complexity costs, transportation costs, and tariffsmay be sufficient for managers to design their strategic network structures, and perhaps more importantly, to monitor them over time to detect potential need for adjustment.
1631	Gong YM	2013	PROD OPER MANAG	22	555		Journal	Article	0	Increasing the Revenue of Self-Storage Warehouses by Facility Design	WOS:000318947800008	logistics and transportation; facility design and planning; self storage; warehouse management	YIELD MANAGEMENT; CALL CENTERS; TABLE MIX; SYSTEMS	3	Self-storage is a booming industry. Both private customers and companies can rent temporary space from such facilities. The design of self-storage warehouses differs from other facility designs in its focus on revenue maximization. A major question is how to design self-storage facilities to fit market segments and accommodate volatile demand to maximize revenue. Customers that cannot be accommodated with a space size of their choice can be either rejected or upscaled to a larger space. Based on data of 54 warehouses in America, Europe, and Asia, we propose a new facility design approach with models for three different cases: an overflow customer rejection model and two models with customer upscale possibilities, one with reservation and another without reservation. We solve the models for several real warehouse cases, and our results show that the existing self-storage warehouses can be redesigned to generate larger revenues for all cases. Finally, we show that the upscaling policy without reservation generally outperforms the upscaling policy with reservation.
1632	Lim WS	2013	PROD OPER MANAG	22	571		Journal	Article	0	Advance Selling in the Presence of Speculators and Forward-Looking Consumers	WOS:000318947800009	advance selling; speculators; forward-looking consumers; capacity constraint	PURCHASE DISCOUNTS; PRICE-DISCRIMINATION; STRATEGIC CONSUMERS; MARKETS; UNCERTAINTY; BEHAVIOR; CANCELLATIONS; EXPECTATIONS; CONSUMPTION; PROMOTIONS	3	This article examines the pricing policy of a monopolist seller who may sell in advance of consumption in a market that comprises of myopic consumers, forward-looking consumers, and speculators. The latter group has no consumption value for the goods and is in the market with the sole objective of making a profit by reselling the purchased goods shortly after. Consumers, although homogeneous in terms of their valuations, are different with respect to their perspectives. We show that in an upward market where the expected valuation increases over time, the optimal pricing policy is an ex ante static one where the seller prices into the future and prices the myopic consumers out of the advance market. However, in a downward market where the expected valuation decreases over time, the seller adopts a dynamic pricing strategy except for the case when higher initial sales can trigger more demand subsequently and when the downward trend is not too high. In this case, the seller prefers an ex ante static pricing strategy and deliberately prices lower initially to sell to speculators. We identify the conditions under which the seller benefits from the existence of speculators in the market. Moreover, although the presence of entry costs is ineffective as an entry deterrence, we determine the conditions under which exit costs can rein in speculative purchase.
1633	Abbey JD	2013	PROD OPER MANAG	22	588		Journal	Article	0	Delayed Differentiation for Multiple Lifecycle Products	WOS:000318947800010	multiple lifecycle; delayed differentiation; CLSC; modular design; remanufacturing	SUPPLY CHAIN RESEARCH; POSTPONEMENT	3	Modular design allows several generations of products to co-exist in the installed base as product designs change to take advantage of improved performance via modular upgrades. Use of a common base platform and modular design approach allows a firm to offer updates for improved performance and flexibility via remanufacturing when products have multiple lifecycles. However, as the product evolves through multiple lifecycles, the large pool of product variants leads to the curse of product proliferation. In practice, product proliferation causes high levels of line congestion and results in longer lead times, higher inventory levels, and lower levels of customer service. To offer insights into the product proliferation problem, the authors employ a delayed differentiation model in a multiple lifecycle context. The delayed differentiation model gives flexibility to balance trade-offs between disassembly and reassembly costs by adaptively changing the push-pull boundary. An adaptive, evolving push-pull boundary provides flexibility for a remanufacturing firm to meet changing customer demands. The delayed differentiation model includes both a mixed-integer linear program and an analytical investigation of the evolutionary nature of the push-pull boundary. Both field observations and experimental results show that the nature of product proliferation and changing demand structures play significant roles in the cost and flexibility of the evolving delayed differentiation system.
1634	Yayla-Kullu HM	2013	PROD OPER MANAG	22	603		Journal	Article	1	Multi-Product Quality Competition: Impact of Resource Constraints	WOS:000318947800011	product-line; limited capacity; competition; quality differentiation; OM-marketing interface	PRODUCT LINE; SEGMENTATION; CAPACITY; MARKETS; DESIGN	3	We study a multi-product firm with limited capacity where the products are vertically (quality) differentiated and the customer base is heterogeneous in their valuation of quality. While the demand structure creates opportunities through proliferation, the firm should avoid cannibalization between its own products. Moreover, the oligopolistic market structure puts competitive pressure and limits the firm's market share. On the other hand, the firm has limited resources that cause a supply-side fight for adequate and profitable production. We explicitly characterize the conditions where each force dominates. Our focus is on understanding how capacity constraints and competition affect a firm's product-mix decisions. We find that considering capacity constraints could significantly change traditional insights (that ignore capacity) related to product-line design and the role of competition therein. In particular, we show that when the resources are limited, the firm should offer only the product that has the highest margin per unit capacity. We find that this product could be the diametrically opposite product suggested by the existing literature. In addition, we show that for intermediate capacity levels, whereas the margin per unit capacity effect dominates in a less competitive market, proliferation and cannibalization effects dominate in a more competitive market.
1635	Lu Y	2013	PROD OPER MANAG	22	615		Journal	Article	0	On the Unimodality of the Profit Function of the Pricing Newsvendor	WOS:000318947800012	newsvendor with price effect; log-concavity; pricing game	COMPETING RETAILERS; UNCERTAINTY; DEMAND; MODEL	3	In this note, we study the price-setting newsvendor problem. We use three conditions, the log-convexity of the coefficient of variation, the log-concavity of the deterministic profit function, and the log-convexity of the random noise's expectation conditional on having leftover inventory to establish the log-concavity of the retailer's expected profit function. This new result is complementary to existing results and removes some assumptions in the pricing and inventory coordination literature. It also addresses the conjecture made by Petruzzi and Dada (1999), and can be applied in the pricing game.
1636	Kuo CW	2013	PROD OPER MANAG	22	626		Journal	Article	0	Pricing Policy in a Supply Chain: Negotiation or Posted Pricing	WOS:000318947800013	supply-chain management; pricing; negotiation; retailing	TRADE DEALS; UNCERTAINTY; MARKETS; PRICES	3	This article examines the choice of pricing policy (posted pricing or negotiation) toward end customers in a supply chain. Many retailers actively decide whether or not to encourage negotiation on the shop floor. Of course, the retailer's pricing policy influences not only the retailer's profit, but also the profits of the manufacturers who sell through the retailer. However, little is known about the forces that shape the pricing policy when two self-interested parties interact in a supply chain. We consider two alternative models depending on who has the power to decide the pricing policy: the manufacturer or the retailer. We find that an increase in the wholesale price weakens the retailer's ability to price discriminate through negotiation. Therefore, the retailer prefers negotiation at lower wholesale prices and posted pricing at higher wholesale prices. We also find that whenever the retailer prefers negotiation, the manufacturer does too. Therefore, the retailer's discretion over the pricing policy causes friction only when the retailer wants to use posted pricing, while the manufacturer wishes the retailer to use negotiation. We show that such friction arises only when product availability or the cost of negotiation is moderate. In this case, we show that the manufacturer may offer a substantial discount to persuade the retailer to negotiate. Surprisingly, in this region of friction, a decrease in the supply chain's capacity or an increase in negotiation costs (both of which are typically considered as worsening the retailer's business environment) translates into higher profit for the retailer.
1637	Feng Y	2013	PROD OPER MANAG	22	642		Journal	Article	0	Coordinated Contract Decisions in a Make-to-Order Manufacturing Supply Chain: A Stochastic Programming Approach	WOS:000318947800014	contract design; supply chain coordination; make-to-order manufacturing; stochastic programming; sample average approximation	QUANTITY FLEXIBILITY; DESIGN; DISCOUNTS; SYSTEM; SALES; MODEL	3	One of the important objectives of supply chain S&OP (Sales and Operations Planning) is the profitable alignment of customer demand with supply chain capabilities through the coordinated planning of sales, production, distribution, and procurement. In the make-to-order manufacturing context considered in this paper, sales plans cover both contract and spot sales, and procurement plans require the selection of supplier contracts. S&OP decisions also involve the allocation of capacity to support sales plans. This article studies the coordinated contract selection and capacity allocation problem, in a three-tier manufacturing supply chain, with the objective to maximize the manufacturer's profitability. Using a modeling approach based on stochastic programming with recourse, we show how these S&OP decisions can be made taking into account economic, market, supply, and system uncertainties. The research is based on a real business case in the Oriented Strand Board (OSB) industry. The computational results show that the proposed approach provides realistic and robust solutions. For the case considered, the planning method elaborated yields significant performance improvements over the solutions obtained from the mixed integer programming model previously suggested for S&OP.
1638	Feng Q	2013	PROD OPER MANAG	22	661		Journal	Article	1	Supply Chain Contracting Under Competition: Bilateral Bargaining vs. Stackelberg	WOS:000318947800015	bilateral bargaining; Stackelberg game; competition; contracting	HORIZONTAL MERGERS; DISTRIBUTION CHANNELS; COORDINATION; INCENTIVES; INFORMATION	3	We analyze contracting behaviors in a two-tier supply chain system consisting of competing manufacturers and competing retailers. We contrast the contracting outcome of a Stackelberg game, in which the manufacturers offer take-it-or-leave-it contracts to the retailers, with that of a bargaining game, in which the firms bilaterally negotiate contract terms via a process of alternating offers. The manufacturers in the Stackelberg game possess a Stackelberg-leader advantage in that the retailers are not entitled to make counteroffers. Our analysis suggests that whether this advantage would benefit the manufacturers depends on the contractual form. With simple contracts such as wholesale-price contracts, which generally do not allow one party to fully extract the trade surplus, the Stackelberg game replicates the boundary case of the bargaining game with the manufacturers possessing all the bargaining power. In contrast, with sophisticated contracts such as two-part tariffs, which enable full surplus extraction, the two games lead to distinct outcomes. We further show that the game structure being Stackelberg or bargaining critically affects firms' preferences over contract types and thus their equilibrium contract choices. These observations suggest that the Stackelberg game may not be a sufficient device to predict contracting behaviors in reality where bargaining is commonly observed.
1639	Jiang L	2013	PROD OPER MANAG	22	676		Journal	Article	0	On the Effects of Capacity Agent on Market Equilibrium	WOS:000318947800016	supply chain management; capacity agent; market equilibrium; contract design	COORDINATING INVENTORY CONTROL; FIXED ORDERING COST; POSTPONEMENT STRATEGIES; DEMAND UNCERTAINTY; PRICING STRATEGIES; INVESTMENT; PRODUCT; DIFFERENTIATION; COMPETITION	3	I consider a setting of two firms and one capacity agent. Each firm serves a primary market, and the capacity agent sustains a common market to draw demand for capacity from the external firms. The firms can partner with the capacity agent under her contract to serve the common market. When they use the common market mainly as an outlet for their unused capacities, the capacity agent will only specify a variable fee for each capacity unit deployed through her, and prefer to partner with one firm in most circumstances. When the firms adjust capacities to accommodate the businesses created by serving the common market, the capacity agent will specify a lump-sum payment and a variable fee, and will be more likely to incentivize only one firm to partner with her, when the common market is sufficiently large or the demands in the common and primary markets are strongly correlated. She will always use a fixed fee to extract, while not necessarily all, the profit gains to the firms serving the common market, but will use a variable fee only when partnering with both firms. The key results are robust with respect to market configuration and contract type.
1640	Klabjan D	2013	PROD OPER MANAG	22	691		Journal	Article	0	Robust Stochastic Lot-Sizing by Means of Histograms	WOS:000318947800017	stochastic inventory control; robust optimization; dynamic programming; optimal policy	INVENTORY CONTROL; DEMAND; OPTIMIZATION; APPROXIMATION	3	Traditional approaches in inventory control first estimate the demand distribution among a predefined family of distributions based on data fitting of historical demand observations, and then optimize the inventory control using the estimated distributions. These approaches often lead to fragile solutions whenever the preselected family of distributions was inadequate. In this article, we propose a minimax robust model that integrates data fitting and inventory optimization for the single-item multi-period periodic review stochastic lot-sizing problem. In contrast with the standard assumption of given distributions, we assume that histograms are part of the input. The robust model generalizes the Bayesian model, and it can be interpreted as minimizing history-dependent risk measures. We prove that the optimal inventory control policies of the robust model share the same structure as the traditional stochastic dynamic programming counterpart. In particular, we analyze the robust model based on the chi-square goodness-of-fit test. If demand samples are obtained from a known distribution, the robust model converges to the stochastic model with true distribution under generous conditions. Its effectiveness is also validated by numerical experiments.
1641	Roh JA	2013	PROD OPER MANAG	22	711		Journal	Article	1	The Effect of Single Rater Bias in Multi-Stakeholder Research: A Methodological Evaluation of Buyer-Supplier Relationships	WOS:000318947800018	single rater bias; multi-stakeholder constructs; buyer-supplier relationships; measurement error; social capital; dyadic data; cross-prediction	OPERATIONS MANAGEMENT RESEARCH; PERFORMANCE IMPROVEMENT; STRATEGIC INTEGRATION; COMPETITIVE ADVANTAGE; SELLER RELATIONSHIPS; CONSEQUENCES; COMMITMENT; LOGISTICS; ALLIANCES; NETWORKS	3	As the global competitive landscape intensifies, firms have looked to their supply chain organizations to improve cost, visibility, and cycle time performance across functions, products, and markets. As a result, the scope of supply chain related operations have increasingly cut across organizational boundaries. To understand and capture such cross-organizational activities, researchers have broadened the focus of their studies and included multiple stakeholders in their analysis (e.g., integration, sustainability, and buyer-supplier relationships). However, multi-stakeholder research has also increased the complexity and effort required to conduct studies across organizational boundaries. Unfortunately, many studies that use multi-stakeholder constructs fail to fully address their multi-sided nature during both construct conceptualization and data collection. Several studies suggest that neglecting the multi-sided nature of certain constructs can affect the research validity and reliability and may invalidate research inferences and results, although such concerns have not been empirically demonstrated. The current study addresses this gap by performing a series of tests using data from 105 matched pairs of buyers and their suppliers to illustrate key methodological considerations for conducting multi-stakeholder research. This study also offers practical guidance regarding assumptions routinely made in single rater research and proposes when single rater data may be appropriate for multi-stakeholder research.
1642	Doerr KH	2013	PROD OPER MANAG	22	726		Journal	Article	0	A Performance Metric and Goal-Setting Procedure for Deadline-Oriented Processes	WOS:000318947800019	metrics; goals; warehousing; deadlines; motivation	SERVICE GUARANTEE; SELF-EFFICACY; DIFFICULTY; MOTIVATION; MODERATOR; OUTCOMES; SKILL; SIGMA; MODEL	3	A performance metric and goal-setting procedure is defined for an order fulfillment operation. In this operation, order requests arrive continuously, and filled orders are shipped at a specific time each day. The metric links the continuous operation of order fulfillment to the scheduled shipment times. To prescribe goals against the metric, a performance model is developed that incorporates the motivational effect of a goal. Goal-Setting Theory is used to establish the performance goal and to show how to match arriving orders to deadlines based on their arrival times and expected processing times. Monte Carlo simulation on data from a large distribution center is used to demonstrate that setting these two parameters in the light of motivational research yields quite different results than doing so with an intuitive method. Moreover, a motivational goal leads to better operational performance; that is, correctly setting up the metric causes more customers to receive their orders sooner.
1643	Akyol DE	2013	PROD OPER MANAG	22	739		Journal	Article	1	Non-dominated Time-Window Policies in City Distribution	WOS:000318947800020	urban freight transport; sustainability; time windows; data envelopment analysis	MODELING UNDESIRABLE FACTORS; EFFICIENCY EVALUATION; TRAVEL-TIMES; VEHICLE; DEA	3	Urban freight contributes significantly to pollution, noise disturbance, traffic congestion, and safety problems in city centers. In many cities, local governments have introduced policy measures, in particular time-access restrictions, to alleviate these problems. However, setting time windows is very challenging due to the conflicting interests and objectives of the stakeholders involved. In this article, we examine whether it is possible to develop time-window policies that enhance environmental sustainability and distribution efficiencies, while meeting the objectives of the municipalities. We develop a framework for balancing retailer (costs), municipality (satisfaction), and environmental (emissions) objectives, using data envelopment analysis, under different urban time-window policies. The approach is illustrated by a case study of three Dutch retail organizations, with a large number of stores affected by such time windows. On the basis of an evaluation of 99 different time-window policies, our results show that harmonizing time windows between neighboring cities leads to the best overall performance. The currently used time-window policy appears to perform reasonably well, but can be improved on all dimensions. However, harmonizing time-window policies may be difficult to realize in practice.
1644	Gallien J	2013	PROD OPER MANAG	22	752		Journal	Article	0	M&SOM Special Issue on Practice-Focused Research	WOS:000318947800021			3	
1645	Iyer A	2013	PROD OPER MANAG	22	233		Journal	Editorial Material	0	Introduction to Special Issue on POM Research on Emerging Markets	WOS:000316324100001	global; emerging markets; operations; supply chain management; growth; risk		2	This special issue presents production and operations management research papers from emerging markets worldwide, focusing on their unique contexts, institutions and markets. Collectively, they offer insights into the unique operations management strategies and practices that firms face in emerging markets. The magnitude and pace of change is staggering. As a result, execution and managing growth in these emerging markets represents both huge operational and supply chain risks, and simultaneously vast opportunities. We are confident that these papers stimulate new operations management research while highlighting the effective use of different research methodologies. We welcome you to enjoy this special issue of POMS. We express our deep gratitude to editorial team for their support. We especially wish to thank the authors for their contributions to this special issue.
